109.3 137.757 -0.0454233
111.311 137.978 0
113.736 137.978 0
115.329 137.385 -0.0587558
116.989 137.044 -0.0767719
118.94 137.318 -0.0554985
119.594 137.776 0
123.157 137.203 -0.0570808
124.425 137.117 -0.0665682
126.059 137.776 0
128.993 136.891 -0.0688565
131.394 137.216 -0.0499584
133.937 137.776 0
134.543 137.776 0
137.372 137.776 0
138.382 137.574 0
140.55 137.387 -0.033321
142.624 137.776 0
145.452 137.776 0
146.462 137.776 0
149.089 137.776 0
151.156 137.416 -0.0322469
152.725 137.776 0
155.318 137.111 -0.0499584
157.977 137.776 0
159.997 137.776 0
162.023 137.324 -0.033321
163.823 136.997 -0.0713075
166.5 137.203 -0.0587558
168.886 137.776 0
170.329 136.965 -0.0713075
172.134 137.264 -0.0525831
174.183 137.268 -0.0624188
176.335 137.505 -0.0384426
178.381 137.776 0
180.441 137.123 -0.0713075
183.152 137.494 -0.0370201
184.302 136.946 -0.07983
187.674 137.776 0
189.996 137.151 -0.0624188
192.32 137.776 0
193.899 136.946 -0.0587558
195.996 136.559 -0.0996687
197.977 137.776 0
201.209 137.574 0
202.884 136.978 -0.0713075
204.069 136.448 -0.110657
207.208 137.141 -0.0249948
210.469 136.914 -0.0384426
212.117 136.947 -0.0499584
213.734 137.574 0
216.75 137.064 -0.0475831
218.656 137.179 -0.0277706
220.636 137.141 -0.0344691
222.741 136.214 -0.110657
225.249 137.17 0
226.952 137.231 -0.0263097
228.982 137.22 -0.0294033
231.645 137.257 -0.0249948
233.601 136.674 -0.0399787
235.573 137.122 -0.0384426
237.899 136.087 -0.0867383
239.059 136.653 -0.0665682
242.366 136.407 -0.081452
244.49 136.973 -0.0344691
245.889 136.983 -0.0416426
247.969 136.923 -0.0294033
250.901 136.691 -0.0525831
252.521 137.17 0
255.286 136.228 -0.078784
257.581 136.846 -0.033321
260.005 135.739 -0.102207
261.108 136.701 -0.0256354
263.301 136.371 -0.0713075
265.958 136.106 -0.0587558
268.313 136.441 -0.0499584
270.108 136.636 -0.0399787
272.912 136.736 -0.0294033
274.827 136.514 -0.0384426
276.965 136.766 0
278.581 136.766 0
281.006 136.766 0
282.42 136.766 0
285.44 136.018 -0.073939
287.47 136.766 0
288.682 136.766 0
291.309 136.563 0
293.843 136.458 -0.0222186
295.539 135.926 -0.0525831
297.225 135.868 -0.033321
300.197 136.159 0
301.416 135.569 -0.0540015
303.834 136.159 0
305.652 136.361 0
307.336 135.968 -0.0302938
309.288 135.755 0
311.712 135.957 0
314.742 135.957 0
316.157 135.957 0
317.542 135.088 -0.0624188
319.381 135.007 -0.0587558
321.341 134.809 -0.0587558
324.439 135.553 0
325.853 135.553 0
328.278 135.351 0
330.345 134.872 -0.0302938
331.75 134.23 -0.0767719
333.934 135.149 0
336.56 135.149 0
337.772 135.149 0
339.389 134.947 0
341.813 134.745 0
344.035 134.745 0
346.055 134.745 0
347.065 134.745 0
350.095 134.543 0
352.116 134.543 0
354.019 134.622 0.0270204
354.54 134.341 0
357.57 134.341 0
359.59 134.341 0
361.206 134.341 0
363.111 134.243 0.0277706
365.853 133.937 0
368.075 133.937 0
369.725 134.301 0.0525831
371.206 133.941 0.033321
373.327 133.533 0
375.348 133.533 0
378.119 134.149 0.0688565
378.769 134.124 0.0713075
382.027 133.926 0.0587558
383.736 133.74 0.0475831
385.852 133.129 0
388.075 133.723 0.0624188
389.691 132.927 0
391.89 133.647 0.0713075
393.043 133.712 0.0831412
394.641 133.314 0.0554985
397.72 133.694 0.0906599
398.993 133.849 0.110657
400.41 133.079 0.0499584
402.571 133.178 0.073939
404.752 133.408 0.0831412
407.121 133.18 0.0587558
408.619 133.354 0.0809041
410.011 133.175 0.0696546
412.069 133.56 0.104877
413.897 133.16 0.0831412
416.992 133.301 0.0964738
418.382 133.075 0.0906599
419.767 133.361 0.104877
421.438 133.369 0.103082
423.832 133.331 0.110657
425.544 133.275 0.110657
426.345 133.517 0.141897
428.89 133.679 0.141897
430.713 133.434 0.124355
432.792 133.616 0.159913
434.036 133.719 0.165149
435.996 133.387 0.124355
437.974 133.387 0.126973
438.601 133.604 0.165149
441.205 133.735 0.165149
442.711 134.055 0.185348
444.956 134.013 0.179853
445.686 133.481 0.141897
447.536 134.226 0.211093
448.764 133.879 0.179853
450.32 134.234 0.218669
451.086 133.917 0.192048
453.527 134.288 0.203045
455.541 134.38 0.197396
455.43 134.615 0.244979
457.242 134.669 0.231091
459.519 134.489 0.197396
460.219 135.054 0.244979
461.706 134.887 0.231091
462.595 135.042 0.244979
463.694 135.409 0.260602
464.558 135.998 0.321751
465.549 135.65 0.281232
466.034 135.519 0.2783
466.498 135.836 0.321751
